,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,DeltaEntropy
ki:3.2.1.18:19,ki,"('3.2.1.18', '19')",3.2.1.18,19,Cu2+,11,0.31158996595275978,Animalia:5;Bacteria:5;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.18#INHIBITORS,0.26358523493397246,Bacteria:124;Animalia:113;Protozoa:6,171113;171147;171149;171151;171173;171183;171185;656893;665540;703999;729295,11,0.048004731018787328
ki:4.2.1.1:582,ki,"('4.2.1.1', '582')",4.2.1.1,582,N3-,15,0.30878616288316652,Animalia:6;Plantae:5;Bacteria:3;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33531,33576;33533;33534;33545;33554;33561,33597;33579;33584;651081;651093;666801;682665;714446;714606;729374",15,0.15029921300775462
ki:2.1.2.1:2,ki,"('2.1.2.1', '2')",2.1.2.1,2,more,11,0.28285581302494173,Animalia:5;Plantae:2;Bacteria:2;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.2.1#INHIBITORS,0.23068986721050189,Animalia:81;Bacteria:35;Plantae:27;Protozoa:11;Fungi:9;Archaea:3,441398;441401;441403;441407;441409;441410;441412;441413;441416;674993;718775,11,0.05216594581443984
ki:3.2.1.55:33,ki,"('3.2.1.55', '33')",3.2.1.55,33,Hg2+,14,0.25297892425401985,Bacteria:10;Plantae:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.55#INHIBITORS,0.20592757527549607,Bacteria:63;Plantae:12;Fungi:4,"288809,288811,288812,288843;288811,288812,288814,288830,288832,288834,288837,288840;288811,288812,288814,288837;288820;288827;288832,288840;288834,288840,288849;288840;288849;654273;666636;677763;677785;695816",14,0.047051348978523783
ki:1.1.1.100:2,ki,"('1.1.1.100', '2')",1.1.1.100,2,more,15,0.12246501339731766,Bacteria:14;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.100#INHIBITORS,0.1393846858842937,Bacteria:46;Plantae:4,285668;703163;704843;706142,4,-0.01691967248697604
ki:1.14.18.1:74,ki,"('1.14.18.1', '74')",1.14.18.1,74,L-cysteine,11,0.20005535771988189,Plantae:9;Animalia:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.14.18.1#INHIBITORS,0.33348988440934663,Plantae:239;Animalia:147;Bacteria:75,636373;636383;636391;636399;675164;686845;687243;688046;688438;712619;713387,11,-0.13343452668946473
ki:1.1.1.42:34,ki,"('1.1.1.42', '34')",1.1.1.42,34,2-oxoglutarate,10,0.29931524161892659,Bacteria:6;Animalia:3;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.42#INHIBITORS,0.25097826708970694,Bacteria:67;Animalia:53;Plantae:16;Fungi:1,286781;286784;286786;286799;654843;655094;656740;670236;721687,9,0.048336974529219645
ki:1.6.5.8:1947,ki,"('1.6.5.8', '1947')",1.6.5.8,1947,capsaicin,12,0.35918544235560029,Animalia:5;Bacteria:4;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,671351,1,0.11401156893422651
ki:3.2.1.23:35,ki,"('3.2.1.23', '35')",3.2.1.23,35,D-glucose,12,0.26878483100134337,Bacteria:7;Fungi:3;Archaea:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.26035345511727831,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,171302;171309;171327;171329;171342;171346;655074;701854,8,0.0084313758840650621
ki:1.11.1.6:63,ki,"('1.11.1.6', '63')",1.11.1.6,63,2-mercaptoethanol,19,0.25255248685666992,Bacteria:12;Plantae:4;Animalia:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.11.1.6#INHIBITORS,0.25417798620131571,Bacteria:96;Animalia:66;Plantae:32;Archaea:12;Fungi:6,439782;439798;439806;439808;689638,5,-0.0016254993446457866
ki:2.3.3.16:2,ki,"('2.3.3.16', '2')",2.3.3.16,2,more,16,0.20556633433219695,Bacteria:12;Archaea:2;Animalia:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.3.16#INHIBITORS,0.24235034804669561,Bacteria:51;Archaea:34;Animalia:20;Plantae:10;Fungi:6;Protozoa:3,488033;488059;488063;488078;488085;662550;674333;724900,8,-0.036784013714498659
ki:3.1.1.3:25,ki,"('3.1.1.3', '25')",3.1.1.3,25,Fe2+,14,0.27682390414543057,Bacteria:9;Animalia:4;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650654;650660;651018;652958;692415;692424;694933;713783;715063;715206;715393;729064;80829,13,0.071760365214193822
ki:3.1.3.11:2,ki,"('3.1.3.11', '2')",3.1.3.11,2,more,17,0.31584662692226784,Archaea:4;Animalia:4;Plantae:4;Bacteria:3;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.11#INHIBITORS,0.15119995461904565,Animalia:468;Bacteria:69;Plantae:33;Archaea:13;Fungi:11,170799;650448;651666;651698;652288;653554;653576;666269;678588;694578;705891;714432;727725;729934,14,0.16464667230322219
ki:4.2.1.1:308,ki,"('4.2.1.1', '308')",4.2.1.1,308,nitrate,13,0.31646418796818432,Animalia:5;Bacteria:4;Fungi:3;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"650526,699246;679413;696639;696649;696695;703758;706571,715948;714462;715948;727132",10,0.15797723809277242
ki:1.17.4.4:719,ki,"('1.17.4.4', '719')",1.17.4.4,719,warfarin,15,0.12246501339731766,Animalia:14;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.17.4.4#INHIBITORS,0.045438060666500767,Animalia:54;Bacteria:1,287706;287712;656865;657395;674393;724796;724800,7,0.077026952730816889
ki:2.3.2.2:2,ki,"('2.3.2.2', '2')",2.3.2.2,2,more,11,0.29362798780324173,Animalia:4;Bacteria:3;Plantae:2;Fungi:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.2.2#INHIBITORS,0.1731406795745514,Animalia:169;Bacteria:61;Plantae:12;Archaea:6;Fungi:1,"487925;487930,487931;487934;487944;487946;487952;487954;487967;487968;727437",10,0.12048730822869033
ki:3.6.3.9:2784,ki,"('3.6.3.9', '2784')",3.6.3.9,2784,oubain,10,0.0,Animalia:10,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.9#INHIBITORS,0.0,Animalia:174,"246948,246962;246949;246950,246954,246958,246962;246952;246953;246955;246961,246962;246962;246962,246971;246974",10,0.0
ki:3.4.11.1:19,ki,"('3.4.11.1', '19')",3.4.11.1,19,Cu2+,10,0.26727285084777908,Animalia:7;Bacteria:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.17950685803620778,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,"35862,35908;35908;35908,95204;698424;718340;95182",6,0.087765992811571297
ki:3.4.23.5:2,ki,"('3.4.23.5', '2')",3.4.23.5,2,more,10,0.0,Animalia:10,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.23.5#INHIBITORS,0.016432599642684106,Animalia:189;Fungi:1,36921;650901;712160;712659;718074,5,-0.016432599642684106
ki:2.2.1.6:2,ki,"('2.2.1.6', '2')",2.2.1.6,2,more,16,0.25842513746312534,Bacteria:9;Plantae:5;Fungi:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.2.1.6#INHIBITORS,0.23619617133459805,Bacteria:199;Plantae:110;Fungi:73;Archaea:12;Protozoa:6,657572;658566;672368;672867;674354;695852;697061;698302;699140;700782;727336,11,0.022228966128527289
ki:3.1.3.8:14,ki,"('3.1.3.8', '14')",3.1.3.8,14,Zn2+,13,0.17865368323635647,Bacteria:11;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.8#INHIBITORS,0.28579467725899649,Bacteria:87;Plantae:32;Fungi:14,114247;114259;114263;650693;651559;666840;679925;693595;708343;708544;715310;717000;729495,13,-0.10714099402264002
ki:2.7.2.3:43,ki,"('2.7.2.3', '43')",2.7.2.3,43,p-chloromercuribenzoate,11,0.22139353789416794,Animalia:8;Fungi:1;Plantae:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.2.3#INHIBITORS,0.19377374987501231,Animalia:132;Fungi:48;Plantae:20;Bacteria:14;Chromista:4;Archaea:3,642239;642251;642270;642291,4,0.027619788019155628
ki:6.3.2.2:142,ki,"('6.3.2.2', '142')",6.3.2.2,142,GSH,12,0.27968583399643809,Animalia:7;Fungi:2;Bacteria:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.2#INHIBITORS,0.23973381514117381,Animalia:108;Bacteria:29;Plantae:15;Fungi:9,649263;651393;652480;672053,4,0.039952018855264282
ki:2.7.7.27:13,ki,"('2.7.7.27', '13')",2.7.7.27,13,ADP,45,0.34049957163270539,Bacteria:26;Plantae:19,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.27#INHIBITORS,0.34439263962264788,Bacteria:164;Plantae:136,"488901;488901,643135;643115;643117;643119;643122;643142;643144",8,-0.0038930679899424891
ki:3.2.1.1:23,ki,"('3.2.1.1', '23')",3.2.1.1,23,Co2+,13,0.19843251378960616,Bacteria:10;Plantae:1;Archaea:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.20582025586255964,Bacteria:259;Animalia:115;Plantae:38;Archaea:20;Fungi:1,171741;393374;393391;393404;393429;393445;393446;691902;693478;701769;701883;717982;718200,13,-0.0073877420729534793
ki:3.1.3.24:86,ki,"('3.1.3.24', '86')",3.1.3.24,86,maltose,15,0.0,Plantae:15,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.24#INHIBITORS,0.13319223163396021,Plantae:74;Bacteria:6,"114200,114205;114202;114203;114203,114206;114208;114209",6,-0.13319223163396021
ki:1.6.5.8:19,ki,"('1.6.5.8', '19')",1.6.5.8,19,Cu2+,12,0.0,Bacteria:12,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,"672293;672293,711293;711293",3,-0.24517387342137378
ki:4.1.1.49:87,ki,"('4.1.1.49', '87')",4.1.1.49,87,D-fructose 6-phosphate,16,0.27684123049428216,Plantae:10;Bacteria:5;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.49#INHIBITORS,0.32219105889235888,Plantae:55;Bacteria:42;Fungi:13,649304,1,-0.045349828398076719
ki:3.5.4.6:16,ki,"('3.5.4.6', '16')",3.5.4.6,16,phosphate,11,0.0,Animalia:11,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.6#INHIBITORS,0.19526104297291139,Animalia:84;Plantae:16;Fungi:4,209672;209702;209705;209706;209707;209709;209711;667030;686221;698016,10,-0.19526104297291139
ki:1.14.18.1:2,ki,"('1.14.18.1', '2')",1.14.18.1,2,more,12,0.31987159797068304,Plantae:7;Animalia:3;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.14.18.1#INHIBITORS,0.33348988440934663,Plantae:239;Animalia:147;Bacteria:75,636347;636364;636385;636399;673001;687231;687240;687243;688438;689407;697540,11,-0.013618286438663585
ki:3.6.1.7:16,ki,"('3.6.1.7', '16')",3.6.1.7,16,phosphate,10,0.1625414866957241,Animalia:9;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.7#INHIBITORS,0.074997461805207513,Animalia:56;Archaea:2,246775;246778;246781;246783;246787;246790;655566;670844,8,0.087544024890516589
ki:3.6.1.17:407,ki,"('3.6.1.17', '407')",3.6.1.17,407,fluoride,10,0.29931524161892659,Animalia:6;Plantae:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.17#INHIBITORS,0.21453529598889012,Animalia:60;Plantae:18;Fungi:2,209893;209905;209906;209907;209909;209911;687119,7,0.084779945630036463
ki:1.4.3.2:2,ki,"('1.4.3.2', '2')",1.4.3.2,2,more,12,0.1886952463198763,Animalia:10;Plantae:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.3.2#INHIBITORS,0.2610533889479339,Animalia:52;Bacteria:14;Plantae:7,391770;391772;391801;391813;668580;690221;690575;690693;690856;691918;695276,11,-0.072358142628057592
ki:1.12.99.6:9,ki,"('1.12.99.6', '9')",1.12.99.6,9,O2,10,0.30543215102744675,Bacteria:7;Archaea:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.12.99.6#INHIBITORS,0.21455434704270573,Bacteria:29;Archaea:6;Plantae:2,439632;439646;658082;684463;687302;690060;704015;704162;704744,9,0.090877803984741018
ki:1.10.2.2:1448,ki,"('1.10.2.2', '1448')",1.10.2.2,1448,Myxothiazol,10,0.30515181613825432,Bacteria:5;Plantae:2;Animalia:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.10.2.2#INHIBITORS,0.29664619356646116,Animalia:57;Bacteria:40;Fungi:17;Plantae:9,"395300,439976,439995,440010,440015,658194,724452;395300,439995;395300,439995,440005,440025,440027,724452;439982;439995,440015;440005,440025;440007;440007,440010,440015;659170;695915,697702",10,0.0085056225717931588
ki:6.3.2.2:2076,ki,"('6.3.2.2', '2076')",6.3.2.2,2076,buthionine sulfoximine,10,0.33304476005253059,Animalia:4;Fungi:2;Plantae:2;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.2#INHIBITORS,0.23973381514117381,Animalia:108;Bacteria:29;Plantae:15;Fungi:9,"1118;1118,1122;649263;653714;672367;694060;694674",7,0.093310944911356775
ki:5.4.2.12:21,ki,"('5.4.2.12', '21')",5.4.2.12,21,EDTA,11,0.29362798780324173,Bacteria:4;Plantae:3;Archaea:2;Fungi:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.4.2.12#INHIBITORS,0.27421571712993975,Bacteria:19;Plantae:13;Archaea:5;Animalia:4;Fungi:3,"3238,3244;3239;3239,3249;3239,3249,3250;651372",5,0.019412270673301979
ki:2.7.2.3:221,ki,"('2.7.2.3', '221')",2.7.2.3,221,"5,5'-dithiobis(2-nitrobenzoic acid)",14,0.25297892425401985,Animalia:10;Plantae:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.2.3#INHIBITORS,0.19377374987501231,Animalia:132;Fungi:48;Plantae:20;Bacteria:14;Chromista:4;Archaea:3,642239;642251;642253;642254;642264;642270,6,0.059205174379007547
ki:3.5.1.88:4445,ki,"('3.5.1.88', '4445')",3.5.1.88,4445,VRC-3375,15,0.12246501339731766,Bacteria:14;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.88#INHIBITORS,0.16945381015689187,Bacteria:641;Animalia:78;Plantae:33,711950,1,-0.046988796759574208
ki:1.14.18.1:1033,ki,"('1.14.18.1', '1033')",1.14.18.1,1033,tropolone,10,0.34321767135485787,Plantae:5;Bacteria:3;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.14.18.1#INHIBITORS,0.33348988440934663,Plantae:239;Animalia:147;Bacteria:75,673001;674092;686484;688438;695821;697540;713302,7,0.0097277869455112409
ki:3.2.1.52:1075,ki,"('3.2.1.52', '1075')",3.2.1.52,1075,N-acetyl-D-galactosamine,11,0.30548829517982373,Animalia:6;Plantae:4;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.52#INHIBITORS,0.24565290977780016,Animalia:187;Plantae:85;Bacteria:44;Archaea:3,136606;136607;393507;393650;393652;393659;393668;393678;393686;393696;393732,11,0.059835385402023572
ki:1.6.5.8:61,ki,"('1.6.5.8', '61')",1.6.5.8,61,Triton X-100,12,0.35918544235560029,Animalia:5;Bacteria:4;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,671351,1,0.11401156893422651
ki:3.2.1.22:71,ki,"('3.2.1.22', '71')",3.2.1.22,71,D-galactose,15,0.29861325158083923,Plantae:8;Bacteria:3;Fungi:2;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.22#INHIBITORS,0.25457246494561975,Plantae:80;Bacteria:68;Animalia:22;Archaea:10;Fungi:8,135999;171200;171204;171206;171215;171219;171232;171238;655258;656418;666568;680270;682601;698429,14,0.044040786635219487
ki:3.1.3.24:55,ki,"('3.1.3.24', '55')",3.1.3.24,55,Sucrose,21,0.0,Plantae:21,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.24#INHIBITORS,0.13319223163396021,Plantae:74;Bacteria:6,"114200;114202;114203;114203,114206;114209;653641",6,-0.13319223163396021
ki:3.4.11.7:14,ki,"('3.4.11.7', '14')",3.4.11.7,14,Zn2+,14,0.29940177990138328,Bacteria:7;Animalia:6;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.7#INHIBITORS,0.166304734078597,Animalia:155;Bacteria:25;Plantae:4,"35016;36035,665111;663456;663609;665111;665723;717392",7,0.13309704582278628
ki:3.2.1.18:33,ki,"('3.2.1.18', '33')",3.2.1.18,33,Hg2+,10,0.30543215102744675,Bacteria:7;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.18#INHIBITORS,0.26358523493397246,Bacteria:124;Animalia:113;Protozoa:6,"171112;171113;171113,171121;171136;171151;171173;171185,655515;655515",8,0.041846916093474296
ki:2.2.1.6:4295,ki,"('2.2.1.6', '4295')",2.2.1.6,4295,imazapyr,10,0.25020121176909393,Plantae:8;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.2.1.6#INHIBITORS,0.23619617133459805,Bacteria:199;Plantae:110;Fungi:73;Archaea:12;Protozoa:6,395871;395902;395904;395908;672868;697656;699740;700782,8,0.01400504043449588
ki:1.17.4.1:850,ki,"('1.17.4.1', '850')",1.17.4.1,850,Hydroxyurea,14,0.27581587471208857,Bacteria:6;Animalia:6;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.17.4.1#INHIBITORS,0.13704036147885484,Animalia:246;Bacteria:57;Fungi:11;Plantae:3;Archaea:1,"437907;437909;437914;437917,437918;437918;437918,437937,437969;437918,437937,437977;437981;437988;686735;702216;703813;706308",13,0.13877551323323373
ki:5.3.1.1:3426,ki,"('5.3.1.1', '3426')",5.3.1.1,3426,bromohydroxyacetone phosphate,17,0.27294387502816064,Bacteria:7;Animalia:5;Archaea:3;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.3.1.1#INHIBITORS,0.25534988985013768,Animalia:46;Bacteria:23;Plantae:19;Fungi:11;Archaea:10;Protozoa:3,714686,1,0.017593985178022964
ki:1.14.18.1:387,ki,"('1.14.18.1', '387')",1.14.18.1,387,ascorbic acid,11,0.30251176470166974,Plantae:7;Animalia:2;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.14.18.1#INHIBITORS,0.33348988440934663,Plantae:239;Animalia:147;Bacteria:75,673001;686484;686841;687243;688046;688438;689413;689440;697463;712619;713387,11,-0.030978119707676888
ki:2.3.3.16:8,ki,"('2.3.3.16', '8')",2.3.3.16,8,2 NADH,24,0.25944920402908478,Bacteria:13;Archaea:8;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.3.16#INHIBITORS,0.24235034804669561,Bacteria:51;Archaea:34;Animalia:20;Plantae:10;Fungi:6;Protozoa:3,"488028;488036;488039;488040,488069;488041;488043;488044;488048;488062;488068;488070;488078;662550;799",14,0.017098855982389166
