,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction,bigg.subsystem.reaction,bigg.subsystem.metabolite,$| log(\Gamma) |$
12,,N-Acetyl-alpha-D-glucosamine 1-phosphate,1.1.1.336,C04501,,3651,N-acetylglucosamine 1-phosphate,720374,+,Escherichia coli,BRENDA,acgam1p,CHEBI:16446,uacmamo,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,
13,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Biomass and maintenance functions,0.38
14,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Alternate Carbon Metabolism,0.38
15,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Arginine and Proline Metabolism,0.38
16,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Pyruvate Metabolism,0.38
17,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Citric Acid Cycle,0.38
18,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Glycerophospholipid Metabolism,0.38
19,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Cofactor and Prosthetic Group Biosynthesis,0.38
20,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Threonine and Lysine Metabolism,0.38
21,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Unassigned,0.38
22,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Nucleotide Salvage Pathway,0.38
23,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Cell Envelope Biosynthesis,0.38
24,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Glycolysis/Gluconeogenesis,0.38
25,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Folate Metabolism,0.38
26,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Glyoxylate Metabolism,0.38
27,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Membrane Lipid Metabolism,0.38
28,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Histidine Metabolism,0.38
29,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Purine and Pyrimidine Biosynthesis,0.38
30,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,"Valine, Leucine, and Isoleucine Metabolism",0.38
31,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Methylglyoxal Metabolism,0.38
32,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Anaplerotic Reactions,0.38
33,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Oxidative Phosphorylation,0.38
34,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Nitrogen Metabolism,0.38
35,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Glycine and Serine Metabolism,0.38
36,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0.38
37,,NAD+,1.2.1.10,C00003,,7,2 NAD+,390164,+,Escherichia coli,BRENDA,nad,CHEBI:15846,acald,Pyruvate Metabolism,Lipopolysaccharide Biosynthesis / Recycling,0.38
38,,Pyridoxal,1.2.1.21,C00250,,608,pyridoxal,390214,+,Escherichia coli,BRENDA,pydx,CHEBI:17310,gcaldd,Folate Metabolism,Cofactor and Prosthetic Group Biosynthesis,11.485
39,,Pyridoxal,1.2.1.21,C00250,,608,pyridoxal,390214,+,Escherichia coli,BRENDA,pydx,CHEBI:17310,gcaldd,Folate Metabolism,"Transport, Inner Membrane",11.485
40,,Pyridoxal phosphate,1.2.1.21,C00018,,32,pyridoxal 5'-phosphate,390214,+,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,gcaldd,Folate Metabolism,Biomass and maintenance functions,11.485
41,,Pyridoxal phosphate,1.2.1.21,C00018,,32,pyridoxal 5'-phosphate,390214,+,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,gcaldd,Folate Metabolism,Cofactor and Prosthetic Group Biosynthesis,11.485
42,,Pyridoxine,1.2.1.21,C00314,,1051,pyridoxine,390214,+,Escherichia coli,BRENDA,pydxn,CHEBI:16709,gcaldd,Folate Metabolism,Cofactor and Prosthetic Group Biosynthesis,11.485
43,,Pyridoxine,1.2.1.21,C00314,,1051,pyridoxine,390214,+,Escherichia coli,BRENDA,pydxn,CHEBI:16709,gcaldd,Folate Metabolism,"Transport, Inner Membrane",11.485
44,,,1.2.1.22,,,153,cysteine,288135,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,lcadi,Alternate Carbon Metabolism,Biomass and maintenance functions,
45,,,1.2.1.22,,,153,cysteine,288135,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,lcadi,Alternate Carbon Metabolism,Cysteine Metabolism,
46,,,1.2.1.22,,,153,cysteine,288135,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,lcadi,Alternate Carbon Metabolism,tRNA Charging,
47,,,1.2.1.22,,,153,cysteine,288135,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,lcadi,Alternate Carbon Metabolism,"Transport, Inner Membrane",
48,,,1.2.1.22,,,153,cysteine,288135,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,lcadi,Alternate Carbon Metabolism,Cofactor and Prosthetic Group Biosynthesis,
49,,,1.2.1.22,,,153,cysteine,288135,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,lcadi,Alternate Carbon Metabolism,Methionine Metabolism,
50,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Glycerophospholipid Metabolism,
51,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Cell Envelope Biosynthesis,
52,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Pyruvate Metabolism,
53,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Nucleotide Salvage Pathway,
54,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Purine and Pyrimidine Biosynthesis,
55,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,tRNA Charging,
56,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Arginine and Proline Metabolism,
57,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Alanine and Aspartate Metabolism,
58,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Cofactor and Prosthetic Group Biosynthesis,
59,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Cysteine Metabolism,
60,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Alternate Carbon Metabolism,
61,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Glycolysis/Gluconeogenesis,
62,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Histidine Metabolism,
63,,AMP,1.4.1.4,C00020,,30,AMP,391685,+,Escherichia coli,BRENDA,amp,CHEBI:16027,gludy,Glutamate Metabolism,Unassigned,
64,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Biomass and maintenance functions,
65,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,"Transport, Inner Membrane",
66,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Glycerophospholipid Metabolism,
67,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Alternate Carbon Metabolism,
68,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Murein Recycling,
69,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Cell Envelope Biosynthesis,
70,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Membrane Lipid Metabolism,
71,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Arginine and Proline Metabolism,
72,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Pyruvate Metabolism,
73,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Lipopolysaccharide Biosynthesis / Recycling,
74,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Nucleotide Salvage Pathway,
75,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Cofactor and Prosthetic Group Biosynthesis,
76,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Cysteine Metabolism,
77,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Purine and Pyrimidine Biosynthesis,
78,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,tRNA Charging,
79,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Alanine and Aspartate Metabolism,
80,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Threonine and Lysine Metabolism,
81,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Unassigned,
82,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Histidine Metabolism,
83,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Oxidative Phosphorylation,
84,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Inorganic Ion Transport and Metabolism,
85,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Folate Metabolism,
86,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Glycolysis/Gluconeogenesis,
87,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Glutamate Metabolism,
88,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Glyoxylate Metabolism,
89,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Glycine and Serine Metabolism,
90,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Methionine Metabolism,
91,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Pentose Phosphate Pathway,
92,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Anaplerotic Reactions,
93,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",
94,,ATP,1.4.1.4,C00002,,4,ATP,391685,+,Escherichia coli,BRENDA,atp,CHEBI:15422,gludy,Glutamate Metabolism,Citric Acid Cycle,
95,,UTP,1.4.1.4,C00075,,65,UTP,391675,+,Escherichia coli,BRENDA,utp,CHEBI:15713,gludy,Glutamate Metabolism,Biomass and maintenance functions,
96,,UTP,1.4.1.4,C00075,,65,UTP,391675,+,Escherichia coli,BRENDA,utp,CHEBI:15713,gludy,Glutamate Metabolism,Purine and Pyrimidine Biosynthesis,
97,,UTP,1.4.1.4,C00075,,65,UTP,391675,+,Escherichia coli,BRENDA,utp,CHEBI:15713,gludy,Glutamate Metabolism,Cell Envelope Biosynthesis,
98,,UTP,1.4.1.4,C00075,,65,UTP,391675,+,Escherichia coli,BRENDA,utp,CHEBI:15713,gludy,Glutamate Metabolism,Nucleotide Salvage Pathway,
99,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,Biomass and maintenance functions,3.16
100,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,Purine and Pyrimidine Biosynthesis,3.16
101,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,Arginine and Proline Metabolism,3.16
102,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,Alanine and Aspartate Metabolism,3.16
103,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,Cofactor and Prosthetic Group Biosynthesis,3.16
104,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,Threonine and Lysine Metabolism,3.16
105,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,tRNA Charging,3.16
106,,L-Aspartate,1.4.3.16,C00049,,97,L-aspartate,391760,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,aspo6,Cofactor and Prosthetic Group Biosynthesis,"Transport, Inner Membrane",3.16
107,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Biomass and maintenance functions,0.04
108,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,"Transport, Inner Membrane",0.04
109,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Alternate Carbon Metabolism,0.04
110,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Murein Recycling,0.04
111,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Membrane Lipid Metabolism,0.04
112,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Arginine and Proline Metabolism,0.04
113,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Pyruvate Metabolism,0.04
114,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Lipopolysaccharide Biosynthesis / Recycling,0.04
115,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Nucleotide Salvage Pathway,0.04
116,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Cofactor and Prosthetic Group Biosynthesis,0.04
117,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Cysteine Metabolism,0.04
118,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Purine and Pyrimidine Biosynthesis,0.04
119,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Cell Envelope Biosynthesis,0.04
120,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Threonine and Lysine Metabolism,0.04
121,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Unassigned,0.04
122,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Oxidative Phosphorylation,0.04
123,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Inorganic Ion Transport and Metabolism,0.04
124,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Glycerophospholipid Metabolism,0.04
125,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Folate Metabolism,0.04
126,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Glycolysis/Gluconeogenesis,0.04
127,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Glutamate Metabolism,0.04
128,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Glyoxylate Metabolism,0.04
129,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Glycine and Serine Metabolism,0.04
130,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Pentose Phosphate Pathway,0.04
131,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Anaplerotic Reactions,0.04
132,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0.04
133,,ADP,1.6.1.1,C00008,,13,ADP,725040,+,Escherichia coli,BRENDA,adp,CHEBI:16761,thd2pp,Oxidative Phosphorylation,Citric Acid Cycle,0.04
134,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Glycerophospholipid Metabolism,0.04
135,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Cell Envelope Biosynthesis,0.04
136,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Pyruvate Metabolism,0.04
137,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Nucleotide Salvage Pathway,0.04
138,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Purine and Pyrimidine Biosynthesis,0.04
139,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,tRNA Charging,0.04
140,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Arginine and Proline Metabolism,0.04
141,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Alanine and Aspartate Metabolism,0.04
142,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Cofactor and Prosthetic Group Biosynthesis,0.04
143,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Cysteine Metabolism,0.04
144,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Alternate Carbon Metabolism,0.04
145,,AMP,1.6.1.1,C00020,,30,AMP,725040,+,Escherichia coli,BRENDA,amp,CHEBI:16027,thd2pp,Oxidative Phosphorylation,Glycolysis/Gluconeogenesis,0.04
